Run	pheno	Project	MIC	pdst_method1	pdst_method2	pdst_method3	pdst_classification	country	Lineage	Sublineage
ERR4812230	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.3
ERR4812231	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.7
ERR4812234	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812235	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812238	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1
ERR4812239	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE2	lineage2.2.1
ERR4812240	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812243	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812244	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812247	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812248	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812250	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812251	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812252	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812254	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812256	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE2	lineage2.2.1
ERR4812257	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812258	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812259	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812262	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE2	lineage2.2.1
ERR4812265	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812268	S	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	NA	NA
ERR4812269	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812271	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812274	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.1
ERR4812275	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812276	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812279	S	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	LINEAGE4	lineage4.1
ERR4812280	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812282	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812283	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812285	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812286	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812288	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812289	S	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	LINEAGE4	lineage4.3.4.1
ERR4812290	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812291	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812292	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812295	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812296	R	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.8
ERR4812297	S	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	LINEAGE4	lineage4.1.1.3
ERR4812298	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812300	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	NA	NA
ERR4812301	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.9.x.x
ERR4812303	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812304	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.5
ERR4812305	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE2	lineage2.2.1
ERR4812307	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE2	lineage2.2.1
ERR4812312	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.7
ERR4812313	R	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	LINEAGE4	lineage4.3
ERR4812315	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812316	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3
ERR4812318	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.3
ERR4812319	R	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812322	S	PRJEB41199	WHO	solid_media	NA	NA	WHO_undefined	Peru	LINEAGE4	lineage4.3
ERR4812324	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2
ERR4812326	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.3
ERR4812328	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.3
ERR4812330	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.8
ERR4812332	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.2
ERR4812334	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
ERR4812335	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.3.3
ERR4812336	S	PRJEB41199	4	liquid_media	microdilution_plate	UKMYC6	CRyPTIC	Peru	LINEAGE4	lineage4.1.2.1
