Run	pheno	Project	MIC	pdst_method1	pdst_method2	pdst_method3	pdst_classification	country	Lineage	Sublineage
ERR4811020	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1.1
ERR4811021	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811023	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811026	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811029	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811034	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811036	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811044	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.2.2
ERR4811045	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811047	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.4.2
ERR4811048	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811049	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811050	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811051	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811052	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811053	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1.1
ERR4811054	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.4.2
ERR4811056	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
